[4/21/23 03:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Reaper	
[4/21/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Reaper	
[4/21/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Reaper	
[4/21/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Reaper	
[4/21/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Reaper	
[4/21/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:35AM] Player picked up item: Coin, id: 995, amount: 2381986, owner: Reaper	
[4/21/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Reaper	
[4/21/23 03:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:39AM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Reaper	
[4/21/23 03:39AM] Player picked up item: Imperial Box, id: 14487, amount: 2, owner: Reaper	
[4/21/23 03:39AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Reaper	
[4/21/23 03:39AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Reaper	
[4/21/23 03:39AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Reaper	
[4/21/23 03:39AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Reaper	
[4/21/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Reaper	
[4/21/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Reaper	
[4/21/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Reaper	
[4/21/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Reaper	
[4/21/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Reaper	
[4/21/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Coin, id: 995, amount: 900, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Coin, id: 995, amount: 600, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Reaper	
[4/21/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Reaper	
[4/21/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Reaper	
[4/21/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Reaper	
[4/21/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Coin, id: 995, amount: 800, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Coin, id: 995, amount: 800, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Coin, id: 995, amount: 800, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Reaper	
[4/21/23 03:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Coin, id: 995, amount: 800, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Coin, id: 995, amount: 800, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Coin, id: 995, amount: 800, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Coin, id: 995, amount: 500, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Coin, id: 995, amount: 500, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Coin, id: 995, amount: 500, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Reaper	
[4/21/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Reaper	
[4/21/23 03:49AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Reaper	
[4/21/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Reaper	
[4/21/23 03:50AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Reaper	
[4/21/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Reaper	
[4/21/23 04:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Reaper	
[4/21/23 04:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Reaper	
[4/21/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reaper	
[4/21/23 04:02AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Reaper	
[4/21/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Reaper	
[4/21/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Reaper	
[4/21/23 04:03AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Reaper	
[4/21/23 04:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Reaper	
[4/21/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Reaper	
[4/21/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Reaper	
[4/21/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Reaper	
[4/21/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reaper	
[4/21/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Reaper	
[4/21/23 04:10AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Reaper	
[4/21/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Reaper	
[4/21/23 04:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Reaper	
[4/21/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Reaper	
