[4/19/23 03:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shadowchii	
[4/19/23 03:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shadowchii	
[4/19/23 03:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shadowchii	
[4/19/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shadowchii	
[4/19/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shadowchii	
[4/19/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shadowchii	
[4/19/23 03:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shadowchii	
[4/19/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shadowchii	
[4/19/23 03:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shadowchii	
[4/19/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shadowchii	
[4/19/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shadowchii	
[4/19/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shadowchii	
[4/19/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shadowchii	
[4/19/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shadowchii	
[4/19/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shadowchii	
[4/19/23 03:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shadowchii	
[4/19/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shadowchii	
[4/19/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shadowchii	
[4/19/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shadowchii	
[4/19/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
[4/19/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadowchii	
