[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Isvares	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Isvares	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Isvares	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Isvares	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Isvares	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Isvares	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Isvares	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Isvares	
[4/19/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Isvares	
[4/19/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Isvares	
[4/19/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Isvares	
[4/19/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
