[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lundragon	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lundragon	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voki	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voki	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voki	
[4/19/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voki	
[4/19/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:06PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Gekyume	
[4/19/23 12:06PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Gekyume	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voki	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voki	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voki	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voki	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
