[4/20/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Washi	
[4/20/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Washi	
[4/20/23 09:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Washi	
[4/20/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Washi	
[4/20/23 09:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Washi	
[4/20/23 09:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Washi	
[4/20/23 09:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rory	
[4/20/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rory	
[4/20/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rory	
[4/20/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rory	
[4/20/23 09:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rory	
[4/20/23 09:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rory	
[4/20/23 09:23PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Rory	
[4/20/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rory	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rory	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rory	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rory	
[4/20/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rory	
[4/20/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rory	
[4/20/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:26PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rory	
[4/20/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:30PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Rory	
[4/20/23 09:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rory	
[4/20/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rory	
[4/20/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rory	
