[4/17/23 11:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shockr	
[4/17/23 11:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shockr	
[4/17/23 11:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bald	
[4/17/23 11:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Shockr	
[4/17/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shockr	
[4/17/23 11:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shockr	
[4/17/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shockr	
[4/17/23 11:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shockr	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 1200598, owner: Shockr	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shockr	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 1809244, owner: Shockr	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shockr	
[4/17/23 11:56AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shockr	
[4/17/23 11:56AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shockr	
[4/17/23 11:57AM] Player picked up item: Slayer casket, id: 2734, amount: 3, owner: Shockr	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shockr	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shockr	
[4/17/23 11:59AM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Mana	
[4/17/23 12:02PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Shockr	
[4/17/23 12:03PM] Player picked up item: Coin, id: 995, amount: 1505829, owner: Shockr	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shockr	
[4/17/23 12:08PM] Player picked up item: Coin, id: 995, amount: 2421872, owner: Shockr	
[4/17/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shockr	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1797348, owner: Shockr	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1446531, owner: Shockr	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shockr	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shockr	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shockr	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shockr	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shockr	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shockr	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shockr	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 3731810, owner: Shockr	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shockr	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 2530117, owner: Shockr	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shockr	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3584340, owner: Shockr	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shockr	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shockr	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shockr	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shockr	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shockr	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shockr	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shockr	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shockr	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shockr	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shockr	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shockr	
