[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nexthokage	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nexthokage	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nexthokage	
[4/17/23 11:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Entropy	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:12AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Entropy	
[4/17/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Entropy	
[4/17/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Entropy	
[4/17/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Entropy	
[4/17/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Entropy	
[4/17/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:17AM] Player picked up item: Blurite Bow, id: 22175, amount: 1, owner: Entropy	
[4/17/23 11:32AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Entropy	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2776563, owner: Entropy	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Entropy	
[4/17/23 11:35AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Entropy	
[4/17/23 11:35AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Entropy	
[4/17/23 11:37AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Entropy	
[4/17/23 11:38AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Entropy	
[4/17/23 11:38AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Entropy	
[4/17/23 11:40AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Entropy	
[4/17/23 11:40AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Entropy	
[4/17/23 11:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: Entropy	
[4/17/23 11:42AM] Player picked up item: Coin, id: 995, amount: 800, owner: Entropy	
[4/17/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 11:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: Entropy	
[4/17/23 11:43AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Entropy	
[4/17/23 11:43AM] Player picked up item: Imperial Whip, id: 18750, amount: 1, owner: Entropy	
[4/17/23 11:44AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Entropy	
[4/17/23 11:52AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Entropy	
[4/17/23 11:52AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Entropy	
[4/17/23 11:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Entropy	
[4/17/23 11:53AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Entropy	
[4/17/23 11:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Entropy	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 1385943, owner: Entropy	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Entropy	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 1389845, owner: Entropy	
[4/17/23 11:56AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Entropy	
[4/17/23 11:56AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Entropy	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Entropy	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Entropy	
[4/17/23 11:58AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Entropy	
[4/17/23 11:59AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Entropy	
[4/17/23 12:00PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Entropy	
[4/17/23 12:03PM] Player picked up item: Coin, id: 995, amount: 2066554, owner: Entropy	
[4/17/23 12:08PM] Player picked up item: Coin, id: 995, amount: 1671463, owner: Entropy	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 2470278, owner: Entropy	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1100995, owner: Entropy	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Entropy	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Entropy	
[4/17/23 12:10PM] Player picked up item: Gracious Box, id: 15002, amount: 1, owner: Entropy	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Entropy	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Entropy	
