[4/15/23 01:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Uhthred	
[4/15/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Uhthred	
[4/15/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Uhthred	
[4/15/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Uhthred	
[4/15/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Uhthred	
[4/15/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Uhthred	
[4/15/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Uhthred	
[4/15/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Uhthred	
[4/15/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Uhthred	
[4/15/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Uhthred	
[4/15/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 01:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 02:02PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Uhthred	
[4/15/23 02:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Uhthred	
[4/15/23 02:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 02:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 02:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Uhthred	
[4/15/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Uhthred	
[4/15/23 02:09PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Uhthred	
