[4/22/23 11:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Neonrook	
[4/22/23 11:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Neonrook	
[4/22/23 11:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Neonrook	
[4/22/23 11:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Neonrook	
[4/22/23 11:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Neonrook	
[4/22/23 11:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Neonrook	
[4/22/23 11:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Neonrook	
[4/22/23 11:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Neonrook	
[4/22/23 11:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Neonrook	
[4/22/23 11:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Neonrook	
[4/22/23 11:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Neonrook	
[4/22/23 11:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Neonrook	
[4/22/23 11:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: Neonrook	
[4/22/23 11:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: Neonrook	
[4/22/23 11:33PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Neonrook	
[4/22/23 11:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Neonrook	
[4/22/23 11:33PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Neonrook	
[4/22/23 11:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Neonrook	
[4/22/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Neonrook	
[4/22/23 11:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Neonrook	
[4/22/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Neonrook	
[4/22/23 11:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Neonrook	
[4/22/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Neonrook	
[4/22/23 11:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Neonrook	
[4/22/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Neonrook	
[4/22/23 11:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Neonrook	
[4/22/23 11:36PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Neonrook	
[4/22/23 11:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Neonrook	
[4/22/23 11:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Neonrook	
[4/22/23 11:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Neonrook	
[4/22/23 11:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:38PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Neonrook	
[4/22/23 11:38PM] Player picked up item: Coin, id: 995, amount: 900, owner: Neonrook	
[4/22/23 11:39PM] Player picked up item: Coin, id: 995, amount: 900, owner: Neonrook	
[4/22/23 11:39PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Neonrook	
[4/22/23 11:41PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Neonrook	
[4/22/23 11:41PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Neonrook	
[4/22/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Neonrook	
[4/22/23 11:42PM] Player picked up item: Coin, id: 995, amount: 900, owner: Neonrook	
[4/22/23 11:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Neonrook	
[4/22/23 11:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Neonrook	
[4/22/23 11:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Neonrook	
[4/22/23 11:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Neonrook	
[4/22/23 11:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Neonrook	
[4/22/23 11:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Neonrook	
[4/22/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: Neonrook	
[4/22/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Neonrook	
[4/22/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Neonrook	
[4/22/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neonrook	
[4/22/23 11:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Neonrook	
[4/22/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Neonrook	
