[4/15/23 02:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: T A C O	
[4/15/23 02:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: T A C O	
[4/15/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: T A C O	
[4/15/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 02:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: T A C O	
[4/15/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 03:00PM] Player picked up item: Coin, id: 995, amount: 2430869, owner: T A C O	
[4/15/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: T A C O	
[4/15/23 03:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: T A C O	
[4/15/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 03:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: T A C O	
[4/15/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 03:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: T A C O	
[4/15/23 03:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: T A C O	
[4/15/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 03:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: T A C O	
[4/15/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 03:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: T A C O	
[4/15/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 03:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: T A C O	
[4/15/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 03:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: T A C O	
[4/15/23 03:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: T A C O	
[4/15/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 03:16PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: T A C O	
[4/15/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/15/23 03:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: T A C O	
[4/15/23 03:21PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: T A C O	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 1200, owner: T A C O	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 2400, owner: T A C O	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: T A C O	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 800, owner: T A C O	
[4/15/23 03:28PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: T A C O	
[4/15/23 03:28PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: T A C O	
[4/15/23 03:31PM] Player picked up item: Coin, id: 995, amount: 1726680, owner: T A C O	
[4/15/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: T A C O	
[4/15/23 03:37PM] Player picked up item: Coin, id: 995, amount: 1800, owner: T A C O	
[4/15/23 03:39PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: T A C O	
[4/15/23 03:40PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: T A C O	
[4/15/23 03:40PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: T A C O	
[4/15/23 03:43PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: T A C O	
[4/15/23 03:44PM] Player picked up item: Coin, id: 995, amount: 1500, owner: T A C O	
[4/15/23 03:59PM] Player picked up item: Coin, id: 995, amount: 1534412, owner: T A C O	
[4/15/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: T A C O	
[4/15/23 04:01PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: T A C O	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2077865, owner: T A C O	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: T A C O	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1398410, owner: T A C O	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: T A C O	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 2434108, owner: T A C O	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: T A C O	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 3514952, owner: T A C O	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: T A C O	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 3230657, owner: T A C O	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: T A C O	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2787238, owner: T A C O	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: T A C O	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 3436892, owner: T A C O	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: T A C O	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: T A C O	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: T A C O	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: T A C O	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: T A C O	
[4/16/23 09:46AM] Player picked up item: $10 Bond, id: 23057, amount: 1, owner: T A C O	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: T A C O	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: T A C O	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: T A C O	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: T A C O	
[4/16/23 09:49AM] Player picked up item: Coin, id: 995, amount: 3989325, owner: T A C O	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: T A C O	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: T A C O	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: T A C O	
[4/16/23 09:52AM] Player picked up item: Coin, id: 995, amount: 800, owner: T A C O	
[4/16/23 09:55AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: T A C O	
[4/16/23 10:04AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: T A C O	
[4/16/23 10:04AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: T A C O	
[4/16/23 10:04AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: T A C O	
[4/16/23 10:07AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: T A C O	
[4/16/23 10:12AM] Player picked up item: Coin, id: 995, amount: 1500, owner: T A C O	
[4/16/23 10:12AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: T A C O	
[4/16/23 10:12AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: T A C O	
[4/16/23 10:13AM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: T A C O	
[4/16/23 10:14AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: T A C O	
[4/16/23 10:14AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: T A C O	
[4/16/23 10:14AM] Player picked up item: Coin, id: 995, amount: 3000, owner: T A C O	
[4/16/23 10:14AM] Player picked up item: Coin, id: 995, amount: 6000, owner: T A C O	
[4/16/23 10:14AM] Player picked up item: Coin, id: 995, amount: 6000, owner: T A C O	
[4/16/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: T A C O	
[4/16/23 10:16AM] Player picked up item: Coin, id: 995, amount: 4000, owner: T A C O	
[4/16/23 10:18AM] Player picked up item: Coin, id: 995, amount: 10000, owner: T A C O	
[4/16/23 10:18AM] Player picked up item: Coin, id: 995, amount: 14000, owner: T A C O	
[4/16/23 10:19AM] Player picked up item: Coin, id: 995, amount: 6000, owner: T A C O	
[4/16/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: T A C O	
[4/16/23 10:25AM] Player picked up item: Coin, id: 995, amount: 1940780, owner: T A C O	
[4/16/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: T A C O	
[4/16/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: T A C O	
[4/16/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: T A C O	
[4/16/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
[4/16/23 10:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: T A C O	
[4/16/23 10:46AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: T A C O	
[4/16/23 10:51AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: T A C O	
[4/16/23 10:54AM] Player picked up item: Coin, id: 995, amount: 1775829, owner: T A C O	
[4/16/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: T A C O	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 2282348, owner: T A C O	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: T A C O	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 3088364, owner: T A C O	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: T A C O	
[4/16/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: T A C O	
[4/16/23 11:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: T A C O	
[4/16/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: T A C O	
[4/16/23 11:26AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: T A C O	
[4/16/23 11:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: T A C O	
[4/16/23 11:32AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: T A C O	
[4/16/23 11:36AM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: T A C O	
[4/16/23 11:36AM] Player picked up item: Coin, id: 995, amount: 12000, owner: T A C O	
[4/16/23 11:37AM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: T A C O	
[4/16/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: T A C O	
