[4/17/23 11:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mongoos	
[4/17/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mongoos	
[4/17/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mongoos	
[4/17/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mongoos	
[4/17/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mongoos	
[4/17/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mongoos	
[4/17/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mongoos	
[4/17/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mongoos	
[4/17/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mongoos	
[4/17/23 11:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nexthokage	
[4/17/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nexthokage	
[4/17/23 11:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mongoos	
[4/17/23 11:13AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mongoos	
[4/17/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mongoos	
[4/17/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mongoos	
[4/17/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mongoos	
[4/17/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mongoos	
[4/17/23 11:19AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mongoos	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 900, owner: Mongoos	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mongoos	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mongoos	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mongoos	
[4/17/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Mongoos	
[4/17/23 11:23AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Mongoos	
[4/17/23 11:23AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mongoos	
[4/17/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:23AM] Player picked up item: Coin, id: 995, amount: 800, owner: Mongoos	
[4/17/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mongoos	
[4/17/23 11:27AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Mongoos	
[4/17/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Mongoos	
[4/17/23 11:29AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mongoos	
[4/17/23 11:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mongoos	
[4/17/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 11:30AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mongoos	
[4/17/23 11:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/17/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mongoos	
[4/17/23 11:32AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Mongoos	
[4/17/23 11:32AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mongoos	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mongoos	
