[4/18/23 07:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jackal	
[4/18/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jackal	
[4/18/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jackal	
[4/18/23 07:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jackal	
[4/18/23 07:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:45AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Jackal	
[4/18/23 07:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jackal	
[4/18/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jackal	
[4/18/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jackal	
[4/18/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jackal	
[4/18/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jackal	
[4/18/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jackal	
[4/18/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jackal	
[4/18/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jackal	
[4/18/23 07:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jackal	
[4/18/23 07:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jackal	
[4/18/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jackal	
[4/18/23 07:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jackal	
[4/18/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jackal	
[4/18/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jackal	
[4/18/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jackal	
[4/18/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jackal	
[4/18/23 07:51AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Jackal	
[4/18/23 07:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jackal	
[4/18/23 07:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jackal	
[4/18/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:52AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Jackal	
[4/18/23 07:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jackal	
[4/18/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jackal	
[4/18/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jackal	
[4/18/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jackal	
[4/18/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jackal	
[4/18/23 07:54AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Jackal	
[4/18/23 07:55AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Jackal	
[4/18/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Jackal	
[4/18/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Jackal	
[4/18/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Jackal	
[4/18/23 07:57AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Jackal	
[4/18/23 07:58AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Jackal	
[4/18/23 07:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Jackal	
[4/18/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 08:00AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Jackal	
[4/18/23 08:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Jackal	
[4/18/23 08:05AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Jackal	
[4/18/23 08:09AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jackal	
[4/18/23 08:11AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Jackal	
[4/18/23 08:12AM] Player picked up item: Coin, id: 995, amount: 2390277, owner: Jackal	
[4/18/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jackal	
[4/18/23 08:13AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Jackal	
[4/18/23 08:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jackal	
[4/18/23 08:15AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jackal	
[4/18/23 08:15AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Jackal	
[4/18/23 08:18AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Jackal	
[4/18/23 08:18AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Jackal	
[4/18/23 08:18AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jackal	
[4/18/23 08:18AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Jackal	
[4/18/23 08:18AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Jackal	
[4/18/23 08:18AM] Player picked up item: Coin, id: 995, amount: 6400, owner: Jackal	
[4/18/23 08:21AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jackal	
[4/18/23 08:22AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Jackal	
[4/18/23 08:25AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Jackal	
[4/18/23 08:25AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Jackal	
[4/18/23 08:30AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Jackal	
[4/18/23 08:33AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jackal	
[4/18/23 08:33AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jackal	
[4/18/23 08:34AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Jackal	
