[4/19/23 05:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Loonasee	
[4/19/23 05:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loonasee	
[4/19/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loonasee	
[4/19/23 05:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Loonasee	
[4/19/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loonasee	
[4/19/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loonasee	
[4/19/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loonasee	
[4/19/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loonasee	
[4/19/23 05:38PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Loonasee	
[4/19/23 05:41PM] Player picked up item: Coin, id: 995, amount: 600, owner: Loonasee	
[4/19/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Loonasee	
[4/19/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Loonasee	
[4/19/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1926049, owner: Loonasee	
[4/19/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Loonasee	
[4/19/23 05:49PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Loonasee	
[4/19/23 05:50PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Loonasee	
[4/19/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Loonasee	
[4/19/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 371, owner: Loonasee	
[4/19/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 180, owner: Ao	
[4/20/23 01:54AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
[4/20/23 03:48AM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Loonasee	
[4/20/23 05:09AM] Player picked up item: Lava bones, id: 2023, amount: 15000, owner: Loonasee	
[4/20/23 11:01AM] Player picked up item: Drop rate scroll, id: 23178, amount: 1, owner: Loonasee	
[4/20/23 02:52PM] Player picked up item: Super restore (4), id: 3025, amount: 100, owner: Palestine	
[4/20/23 06:04PM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Onlyfans	
[4/20/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zshana	
[4/20/23 06:57PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Nadez	
[4/20/23 08:41PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zshana	
[4/21/23 12:49AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 01:24AM] Player picked up item: Drop rate scroll, id: 23178, amount: 1, owner: Loonasee	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 05:00AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:10AM] Player picked up item: Adamant platebody (h2), id: 19485, amount: 1, owner: Nadez	
[4/21/23 05:10AM] Player picked up item: Adamant platebody (h2), id: 19485, amount: 1, owner: Nadez	
[4/21/23 11:55AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Loonasee	
[4/21/23 01:40PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Asquad	
[4/21/23 07:01PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Lun4	
[4/21/23 07:18PM] Player picked up item: Starter Staff, id: 22092, amount: 1, owner: Stanleysteam	
[4/22/23 12:58AM] Player picked up item: Starter Boots, id: 19945, amount: 1, owner: Cheesedog	
[4/22/23 01:07AM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
[4/22/23 01:07AM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
[4/22/23 01:23AM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
[4/22/23 01:23AM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
[4/22/23 01:31AM] Player picked up item: Coin, id: 995, amount: 89088854, owner: Dogdonny	
[4/22/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Roy	
[4/22/23 02:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Roy	
[4/22/23 07:59PM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
