[4/18/23 04:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jetfire	
[4/18/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jetfire	
[4/18/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jetfire	
[4/18/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jetfire	
[4/18/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jetfire	
[4/18/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jetfire	
[4/18/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jetfire	
[4/18/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:02PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Jetfire	
[4/18/23 04:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jetfire	
[4/18/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:03PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jetfire	
[4/18/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jetfire	
[4/18/23 04:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jetfire	
[4/18/23 04:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jetfire	
[4/18/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jetfire	
[4/18/23 04:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jetfire	
[4/18/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jetfire	
[4/18/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jetfire	
[4/18/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jetfire	
[4/18/23 04:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jetfire	
[4/18/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jetfire	
[4/18/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jetfire	
[4/18/23 04:11PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Jetfire	
[4/18/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jetfire	
[4/18/23 04:14PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Jetfire	
[4/18/23 04:14PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jetfire	
[4/18/23 04:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jetfire	
[4/18/23 04:14PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jetfire	
[4/18/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Jetfire	
[4/18/23 04:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Jetfire	
[4/18/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Jetfire	
