[4/16/23 08:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheung	
[4/16/23 08:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheung	
[4/16/23 08:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheung	
[4/16/23 08:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheung	
[4/16/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheung	
[4/16/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheung	
[4/16/23 08:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheung	
[4/16/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheung	
[4/16/23 08:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheung	
[4/16/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheung	
[4/16/23 08:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheung	
[4/16/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheung	
[4/16/23 08:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheung	
[4/16/23 08:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheung	
[4/16/23 08:13PM] Player picked up item: Starter Boots, id: 19945, amount: 1, owner: Cheung	
[4/16/23 08:14PM] Player picked up item: Starter Staff, id: 22092, amount: 1, owner: Cheung	
[4/16/23 08:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheung	
[4/16/23 08:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheung	
[4/16/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheung	
[4/16/23 08:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheung	
[4/16/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheung	
[4/16/23 08:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheung	
[4/16/23 08:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheung	
[4/16/23 08:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheung	
[4/16/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheung	
[4/16/23 08:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheung	
[4/16/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheung	
[4/16/23 08:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheung	
[4/16/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheung	
[4/16/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheung	
[4/16/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheung	
[4/16/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheung	
[4/16/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheung	
[4/16/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheung	
[4/16/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheung	
[4/16/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheung	
[4/16/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheung	
[4/16/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheung	
[4/16/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheung	
[4/16/23 08:24PM] Player picked up item: Coin, id: 995, amount: 1271762, owner: Cheung	
[4/16/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Cheung	
[4/16/23 08:25PM] Player picked up item: Coin, id: 995, amount: 4174295, owner: Cheung	
[4/16/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cheung	
[4/16/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Cheung	
[4/16/23 08:26PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cheung	
[4/16/23 08:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheung	
[4/16/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheung	
[4/16/23 08:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheung	
