[4/20/23 08:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Theonlyguan	
[4/20/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonlyguan	
[4/20/23 08:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Theonlyguan	
[4/20/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonlyguan	
[4/20/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Theonlyguan	
[4/20/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonlyguan	
[4/20/23 08:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Theonlyguan	
[4/20/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonlyguan	
[4/20/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Theonlyguan	
[4/20/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Theonlyguan	
[4/20/23 08:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Theonlyguan	
[4/20/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonlyguan	
[4/20/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Theonlyguan	
[4/20/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonlyguan	
[4/20/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Theonlyguan	
[4/20/23 08:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Theonlyguan	
[4/20/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonlyguan	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Theonlyguan	
[4/20/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonlyguan	
[4/20/23 08:53AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Theonlyguan	
[4/20/23 08:53AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Theonlyguan	
[4/20/23 08:54AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Theonlyguan	
[4/20/23 08:55AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Theonlyguan	
[4/20/23 08:55AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Theonlyguan	
