[4/15/23 08:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gpello	
[4/15/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Shadow	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gpello	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 08:56AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Gpello	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gpello	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shadow	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gpello	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gpello	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gpello	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 08:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gpello	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 08:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gpello	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 08:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gpello	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 08:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gpello	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 08:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gpello	
[4/15/23 08:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gpello	
[4/15/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 08:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gpello	
[4/15/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 1835326, owner: Gpello	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gpello	
[4/15/23 09:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gpello	
[4/15/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 09:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gpello	
[4/15/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 09:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gpello	
[4/15/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 09:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gpello	
[4/15/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 09:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gpello	
[4/15/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
[4/15/23 09:03AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Gpello	
[4/15/23 09:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gpello	
[4/15/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gpello	
