[4/18/23 08:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cursed	
[4/18/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cursed	
[4/18/23 08:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cursed	
[4/18/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Cursed	
[4/18/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cursed	
[4/18/23 08:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cursed	
[4/18/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cursed	
[4/18/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cursed	
[4/18/23 08:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Cursed	
[4/18/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cursed	
[4/18/23 08:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:43PM] Player picked up item: Coin, id: 995, amount: 1500124, owner: Cursed	
[4/18/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cursed	
[4/18/23 08:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cursed	
[4/18/23 08:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Cursed	
[4/18/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cursed	
[4/18/23 08:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Cursed	
[4/18/23 08:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cursed	
[4/18/23 08:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 08:54PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Cursed	
[4/18/23 09:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Cursed	
[4/18/23 09:20PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Cursed	
[4/18/23 09:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 09:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Cursed	
[4/18/23 09:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Cursed	
[4/18/23 09:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Cursed	
[4/18/23 09:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Cursed	
[4/18/23 09:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Cursed	
[4/18/23 09:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Cursed	
[4/18/23 09:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Cursed	
[4/18/23 09:21PM] Player picked up item: Coin, id: 995, amount: 600, owner: Cursed	
[4/18/23 09:25PM] Player picked up item: Coin, id: 995, amount: 700, owner: Cursed	
[4/18/23 09:31PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cursed	
