[4/22/23 04:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Krieg	
[4/22/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 04:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Krieg	
[4/22/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 04:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Krieg	
[4/22/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 04:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Krieg	
[4/22/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 04:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Krieg	
[4/22/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 04:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Krieg	
[4/22/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 04:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Krieg	
[4/22/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 04:58PM] Player picked up item: Coin, id: 995, amount: 100, owner: Krieg	
[4/22/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 04:58PM] Player picked up item: Coin, id: 995, amount: 100, owner: Krieg	
[4/22/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 04:58PM] Player picked up item: Coin, id: 995, amount: 100, owner: Krieg	
[4/22/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 04:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 04:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 04:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 04:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 04:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 04:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Krieg	
[4/22/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Krieg	
[4/22/23 05:01PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Krieg	
