[4/20/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ray2q11	
[4/20/23 05:20PM] Player picked up item: Coin, id: 995, amount: 1875622, owner: Ray2q11	
[4/20/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ray2q11	
[4/20/23 05:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:24PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Ray2q11	
[4/20/23 05:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ray2q11	
[4/20/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ray2q11	
[4/20/23 05:30PM] Player picked up item: Coin, id: 995, amount: 400, owner: Ray2q11	
[4/20/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ray2q11	
[4/20/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ray2q11	
[4/20/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ray2q11	
[4/20/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Ray2q11	
[4/20/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ray2q11	
[4/20/23 05:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ray2q11	
[4/20/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ray2q11	
[4/20/23 05:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ray2q11	
[4/20/23 05:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ray2q11	
[4/20/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ray2q11	
[4/20/23 05:40PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Ray2q11	
[4/20/23 05:41PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Ray2q11	
[4/20/23 05:44PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Ray2q11	
[4/20/23 05:44PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Ray2q11	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 2324789, owner: Ray2q11	
[4/20/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ray2q11	
[4/24/23 02:34PM] Player picked up item: Coin, id: 995, amount: 2347699, owner: Ray2q11	
[4/24/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ray2q11	
[4/24/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ray2q11	
[4/24/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ray2q11	
[4/24/23 02:48PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ray2q11	
[4/24/23 02:48PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ray2q11	
[4/24/23 02:50PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ray2q11	
[4/24/23 02:51PM] Player picked up item: Coin, id: 995, amount: 1336244, owner: Ray2q11	
[4/24/23 02:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ray2q11	
[4/24/23 02:53PM] Player picked up item: Coin, id: 995, amount: 2099235, owner: Ray2q11	
[4/24/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ray2q11	
[4/24/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ray2q11	
[4/24/23 02:54PM] Player picked up item: Coin, id: 995, amount: 3978106, owner: Ray2q11	
[4/24/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ray2q11	
[4/24/23 02:55PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ray2q11	
[4/24/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ray2q11	
[4/24/23 02:56PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ray2q11	
[4/24/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ronnie V2	
[4/24/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ray2q11	
[4/24/23 02:58PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ray2q11	
[4/24/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ray2q11	
[4/24/23 02:59PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ray2q11	
[4/24/23 03:02PM] Player picked up item: Coin, id: 995, amount: 1603895, owner: Ray2q11	
[4/24/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ray2q11	
[4/24/23 03:06PM] Player picked up item: Collector ring, id: 4446, amount: 1, owner: Kingrock	
[4/24/23 03:13PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Ray2q11	
[4/24/23 03:13PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ray2q11	
