[4/16/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Slayerfly	
[4/16/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:08PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Slayerfly	
[4/16/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayerfly	
[4/16/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayerfly	
[4/16/23 05:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayerfly	
[4/16/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayerfly	
[4/16/23 05:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayerfly	
[4/16/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Slayerfly	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Coin, id: 995, amount: 600, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:13PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Slayerfly	
[4/16/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:14PM] Player picked up item: Coin, id: 995, amount: 600, owner: Slayerfly	
[4/16/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayerfly	
[4/16/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:14PM] Player picked up item: Coin, id: 995, amount: 600, owner: Slayerfly	
[4/16/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:14PM] Player picked up item: Coin, id: 995, amount: 600, owner: Slayerfly	
[4/16/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Slayerfly	
[4/16/23 05:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayerfly	
[4/16/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayerfly	
[4/16/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayerfly	
[4/16/23 05:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayerfly	
[4/16/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayerfly	
[4/16/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayerfly	
[4/16/23 05:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayerfly	
[4/16/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayerfly	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayerfly	
[4/16/23 05:21PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Slayerfly	
[4/16/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayerfly	
[4/16/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayerfly	
[4/16/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayerfly	
[4/16/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:23PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Slayerfly	
[4/16/23 05:23PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Slayerfly	
[4/16/23 05:23PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Slayerfly	
[4/16/23 05:23PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Slayerfly	
[4/16/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: Slayerfly	
[4/16/23 05:24PM] Player picked up item: Coin, id: 995, amount: 4221771, owner: Slayerfly	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Slayerfly	
[4/16/23 05:24PM] Player picked up item: Coin, id: 995, amount: 1986594, owner: Slayerfly	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Slayerfly	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Slayerfly	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Slayerfly	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Slayerfly	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Slayerfly	
[4/16/23 05:26PM] Player picked up item: Coin, id: 995, amount: 500, owner: Slayerfly	
[4/16/23 05:26PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Slayerfly	
[4/16/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:42PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Slayerfly	
[4/16/23 05:44PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Slayerfly	
[4/16/23 05:52PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Slayerfly	
[4/16/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Slayerfly	
[4/16/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Slayerfly	
[4/16/23 05:52PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Slayerfly	
[4/16/23 05:52PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Slayerfly	
[4/16/23 05:53PM] Player picked up item: Coin, id: 995, amount: 700, owner: Slayerfly	
[4/16/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/16/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:53PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Slayerfly	
[4/16/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/16/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Slayerfly	
[4/16/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayerfly	
[4/16/23 05:59PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Slayerfly	
[4/16/23 05:59PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Slayerfly	
[4/17/23 05:33AM] Player picked up item: Coin, id: 995, amount: 800, owner: Slayerfly	
[4/17/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/17/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/17/23 05:33AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Slayerfly	
[4/17/23 05:33AM] Player picked up item: Coin, id: 995, amount: 800, owner: Slayerfly	
[4/17/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayerfly	
[4/17/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/17/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayerfly	
[4/17/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayerfly	
[4/17/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Slayerfly	
[4/17/23 05:34AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Slayerfly	
[4/17/23 05:34AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Slayerfly	
