[4/16/23 08:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Duhs	
[4/16/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Duhs	
[4/16/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Duhs	
[4/16/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Duhs	
[4/16/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Duhs	
[4/16/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:36PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Duhs	
[4/16/23 08:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Duhs	
[4/16/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Duhs	
[4/16/23 08:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Duhs	
[4/16/23 08:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Duhs	
[4/16/23 08:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Duhs	
