[4/18/23 09:00PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dredge	
[4/18/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:00PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dredge	
[4/18/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:00PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dredge	
[4/18/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dredge	
[4/18/23 09:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dredge	
[4/18/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dredge	
[4/18/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:03PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dredge	
[4/18/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dredge	
[4/18/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dredge	
[4/18/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dredge	
[4/18/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dredge	
[4/18/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dredge	
[4/18/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dredge	
[4/18/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
[4/18/23 09:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dredge	
[4/18/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dredge	
