[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Frog	
[4/15/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Frog	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Frog	
[4/15/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 08:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Frog	
[4/15/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 1218681, owner: Frog	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Frog	
[4/15/23 09:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Frog	
[4/15/23 09:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Frog	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Frog	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Frog	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Frog	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Frog	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Frog	
