[4/17/23 04:59AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fishnoob	
[4/17/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fishnoob	
[4/17/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:02AM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Fishnoob	
[4/17/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fishnoob	
[4/17/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fishnoob	
[4/17/23 05:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fishnoob	
[4/17/23 05:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fishnoob	
[4/17/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/17/23 05:12AM] Player picked up item: Coin, id: 995, amount: 1698243, owner: Fishnoob	
[4/17/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fishnoob	
[4/17/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fishnoob	
[4/17/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
