[4/15/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dirk Diggler	
[4/15/23 11:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dirk Diggler	
[4/15/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dirk Diggler	
[4/15/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dirk Diggler	
[4/15/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dirk Diggler	
[4/15/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dirk Diggler	
[4/15/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dirk Diggler	
[4/15/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dirk Diggler	
[4/15/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dirk Diggler	
[4/15/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dirk Diggler	
[4/15/23 11:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dirk Diggler	
[4/15/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 11:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:49PM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Dirk Diggler	
[4/15/23 01:49PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Dirk Diggler	
[4/15/23 01:49PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Dirk Diggler	
[4/15/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dirk Diggler	
[4/15/23 01:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 01:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dirk Diggler	
[4/15/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Dirk Diggler	
[4/15/23 01:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dirk Diggler	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:55PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dirk Diggler	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dirk Diggler	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dirk Diggler	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dirk Diggler	
[4/15/23 01:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dirk Diggler	
[4/15/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dirk Diggler	
[4/15/23 01:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dirk Diggler	
