[4/19/23 12:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bokzty	
[4/19/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokzty	
[4/19/23 12:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kar9k1ll3r	
[4/19/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kar9k1ll3r	
[4/19/23 12:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bokzty	
[4/19/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bokzty	
[4/19/23 12:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kar9k1ll3r	
[4/19/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kar9k1ll3r	
[4/19/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kar9k1ll3r	
[4/19/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 12:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kar9k1ll3r	
[4/19/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kar9k1ll3r	
[4/19/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kar9k1ll3r	
[4/19/23 12:47PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kar9k1ll3r	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kar9k1ll3r	
[4/19/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kar9k1ll3r	
[4/19/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kar9k1ll3r	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kar9k1ll3r	
[4/19/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 12:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
