[4/17/23 03:03PM] Player picked up item: Coin, id: 995, amount: 1060480, owner: Roses	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roses	
[4/17/23 03:05PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Roses	
[4/17/23 03:08PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Roses	
[4/17/23 03:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Roses	
[4/17/23 03:10PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Roses	
[4/17/23 03:26PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Roses	
[4/17/23 03:33PM] Player picked up item: Coin, id: 995, amount: 1202383, owner: Roses	
[4/17/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roses	
[4/17/23 03:34PM] Player picked up item: Coin, id: 995, amount: 4196795, owner: Roses	
[4/17/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Roses	
[4/17/23 03:36PM] Player picked up item: Coin, id: 995, amount: 800, owner: Roses	
[4/17/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roses	
[4/17/23 03:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Roses	
[4/17/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roses	
[4/17/23 03:47PM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Roses	
[4/17/23 04:02PM] Player picked up item: Coin, id: 995, amount: 1224076, owner: Roses	
[4/17/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roses	
[4/17/23 11:22PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Roses	
[4/17/23 11:42PM] Player picked up item: Coin, id: 995, amount: 1138324, owner: Roses	
[4/17/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roses	
[4/18/23 12:12AM] Player picked up item: Coin, id: 995, amount: 1534022, owner: Roses	
[4/18/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roses	
[4/18/23 12:52PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Roses	
[4/18/23 12:54PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Roses	
[4/18/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Roses	
[4/18/23 12:56PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Roses	
[4/18/23 01:10PM] Player picked up item: Tormented Shield, id: 21049, amount: 1, owner: Roses	
[4/18/23 01:10PM] Player picked up item: Tormented Sword, id: 21048, amount: 1, owner: Roses	
[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 1040182, owner: Roses	
[4/18/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roses	
[4/18/23 01:25PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Roses	
[4/18/23 01:25PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Roses	
[4/18/23 01:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Roses	
[4/18/23 01:30PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Roses	
[4/18/23 01:30PM] Player picked up item: Vial, id: 229, amount: 1, owner: Zshana	
[4/18/23 01:30PM] Player picked up item: Vial, id: 229, amount: 1, owner: Vaasje	
[4/18/23 01:30PM] Player picked up item: Vial, id: 229, amount: 1, owner: Vaasje	
[4/18/23 01:30PM] Player picked up item: Vial, id: 229, amount: 1, owner: Vaasje	
[4/18/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roses	
[4/18/23 01:41PM] Player picked up item: Coin, id: 995, amount: 2552489, owner: Roses	
[4/18/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Roses	
[4/18/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Roses	
[4/18/23 01:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Roses	
[4/18/23 03:12PM] Player picked up item: Coin, id: 995, amount: 2224178, owner: Roses	
[4/18/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roses	
