[4/19/23 08:18PM] Player picked up item: Coin, id: 995, amount: 2851996, owner: Dozard	
[4/19/23 08:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dozard	
[4/19/23 08:21PM] Player picked up item: Aberrant Cape, id: 4367, amount: 1, owner: Tellur	
[4/20/23 10:20AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dozard	
[4/20/23 10:20AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Dozard	
[4/20/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dozard	
[4/20/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dozard	
[4/20/23 10:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dozard	
[4/20/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Dozard	
[4/20/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dozard	
[4/20/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Dozard	
[4/20/23 10:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dozard	
[4/20/23 10:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dozard	
[4/20/23 12:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dozard	
[4/20/23 12:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dozard	
[4/24/23 12:33AM] Player picked up item: Coin, id: 995, amount: 2499211, owner: Dozard	
[4/24/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dozard	
[4/24/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Dozard	
[4/24/23 12:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dozard	
