[4/21/23 08:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liqo	
[4/21/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Liqo	
[4/21/23 08:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liqo	
[4/21/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Liqo	
[4/21/23 08:53PM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Liqo	
[4/21/23 08:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liqo	
[4/21/23 08:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liqo	
[4/21/23 08:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liqo	
[4/21/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Liqo	
[4/21/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Liqo	
[4/21/23 08:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liqo	
[4/21/23 08:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liqo	
[4/21/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liqo	
[4/21/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liqo	
[4/21/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liqo	
[4/21/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liqo	
[4/21/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liqo	
[4/21/23 08:57PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Liqo	
[4/21/23 08:58PM] Player picked up item: Coin, id: 995, amount: 900, owner: Liqo	
[4/21/23 09:02PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Liqo	
[4/21/23 09:04PM] Player picked up item: Coin, id: 995, amount: 1797147, owner: Liqo	
[4/21/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Liqo	
[4/21/23 09:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Liqo	
[4/21/23 09:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Liqo	
[4/21/23 09:06PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Liqo	
[4/21/23 09:09PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Liqo	
[4/21/23 09:12PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Liqo	
[4/21/23 09:14PM] Player picked up item: Coin, id: 995, amount: 600, owner: Liqo	
[4/21/23 09:16PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Liqo	
[4/21/23 09:18PM] Player picked up item: Coin, id: 995, amount: 700, owner: Liqo	
[4/21/23 09:20PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Liqo	
[4/21/23 09:20PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Liqo	
[4/21/23 09:20PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Liqo	
[4/21/23 09:21PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Liqo	
[4/21/23 09:22PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Liqo	
[4/21/23 09:22PM] Player picked up item: Coin, id: 995, amount: 800, owner: Liqo	
[4/21/23 09:23PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Liqo	
[4/21/23 09:24PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Liqo	
[4/21/23 09:25PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Liqo	
[4/21/23 09:27PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Liqo	
[4/21/23 09:30PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Liqo	
[4/21/23 09:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Liqo	
[4/21/23 09:32PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Liqo	
[4/21/23 09:32PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Liqo	
[4/21/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Liqo	
[4/21/23 09:34PM] Player picked up item: Coin, id: 995, amount: 1868094, owner: Liqo	
[4/21/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Liqo	
[4/21/23 09:38PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Liqo	
[4/21/23 09:38PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Liqo	
[4/21/23 09:40PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Liqo	
[4/21/23 09:44PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Liqo	
[4/21/23 09:44PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Liqo	
[4/21/23 09:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Liqo	
[4/21/23 09:45PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Liqo	
[4/21/23 09:46PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Liqo	
[4/21/23 09:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Liqo	
[4/21/23 09:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Liqo	
[4/21/23 09:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Liqo	
[4/21/23 09:52PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Liqo	
[4/21/23 09:54PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Liqo	
[4/21/23 09:54PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Liqo	
[4/21/23 09:54PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Liqo	
[4/21/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Liqo	
[4/21/23 09:54PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Liqo	
[4/21/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Liqo	
[4/21/23 09:56PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Liqo	
[4/21/23 09:56PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Liqo	
[4/21/23 09:56PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Liqo	
[4/21/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Liqo	
[4/21/23 09:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Liqo	
[4/21/23 09:59PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Liqo	
[4/21/23 10:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Liqo	
[4/21/23 10:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Liqo	
[4/21/23 10:00PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Liqo	
[4/21/23 10:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Liqo	
[4/21/23 10:02PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Liqo	
[4/21/23 10:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Liqo	
[4/21/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Liqo	
[4/21/23 10:04PM] Player picked up item: Coin, id: 995, amount: 2451852, owner: Liqo	
[4/21/23 10:08PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Liqo	
[4/21/23 10:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Liqo	
[4/21/23 10:22PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Liqo	
[4/21/23 10:23PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Liqo	
[4/21/23 10:26PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Liqo	
[4/21/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Liqo	
[4/21/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Liqo	
[4/21/23 10:55PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Liqo	
[4/21/23 10:58PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Liqo	
[4/21/23 11:00PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Liqo	
[4/21/23 11:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Liqo	
[4/21/23 11:05PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Liqo	
[4/21/23 11:06PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Liqo	
