[4/18/23 05:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Grimwhore	
[4/18/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:39PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Grimwhore	
[4/18/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:43PM] Player picked up item: Coin, id: 995, amount: 1142603, owner: Grimwhore	
[4/18/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Grimwhore	
[4/18/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimwhore	
[4/18/23 05:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Grimwhore	
[4/18/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Grimwhore	
[4/18/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimwhore	
[4/18/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Grimwhore	
[4/18/23 05:48PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Grimwhore	
[4/18/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
