[4/15/23 03:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Loot	
[4/15/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loot	
[4/15/23 03:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Loot	
[4/15/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loot	
[4/15/23 03:45PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Loot	
[4/15/23 03:47PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Loot	
[4/15/23 03:47PM] Player picked up item: Coin, id: 995, amount: 900, owner: Loot	
[4/15/23 03:47PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Loot	
[4/15/23 03:47PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Loot	
[4/15/23 03:47PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Loot	
[4/15/23 03:48PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Loot	
[4/15/23 03:49PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Loot	
[4/15/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loot	
[4/15/23 03:49PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Loot	
[4/15/23 03:53PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Loot	
[4/15/23 04:04PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Loot	
[4/15/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Loot	
[4/15/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Loot	
[4/15/23 04:04PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Loot	
[4/15/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loot	
[4/15/23 04:06PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Loot	
[4/15/23 04:06PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Loot	
[4/15/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Loot	
[4/15/23 04:07PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Loot	
[4/15/23 04:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Loot	
[4/15/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loot	
[4/15/23 04:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Loot	
[4/15/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loot	
[4/15/23 04:09PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Loot	
[4/15/23 04:10PM] Player picked up item: Coin, id: 995, amount: 700, owner: Loot	
[4/15/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loot	
[4/15/23 04:10PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Loot	
[4/15/23 04:10PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Loot	
[4/15/23 04:11PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Loot	
[4/15/23 04:11PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Loot	
[4/15/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Loot	
[4/15/23 04:11PM] Player picked up item: Coin, id: 995, amount: 700, owner: Loot	
[4/15/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loot	
[4/15/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Loot	
[4/15/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loot	
[4/15/23 04:21PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Loot	
[4/15/23 04:21PM] Player picked up item: Coin, id: 995, amount: 800, owner: Loot	
[4/15/23 04:22PM] Player picked up item: Coin, id: 995, amount: 800, owner: Loot	
[4/15/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loot	
[4/15/23 04:23PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Loot	
[4/15/23 04:24PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Loot	
[4/15/23 04:24PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Loot	
[4/15/23 04:24PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Loot	
[4/15/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loot	
[4/15/23 04:24PM] Player picked up item: Coin, id: 995, amount: 800, owner: Loot	
[4/15/23 04:24PM] Player picked up item: Coin, id: 995, amount: 800, owner: Loot	
[4/15/23 04:24PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Loot	
[4/15/23 04:24PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Loot	
[4/15/23 04:25PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Loot	
[4/15/23 04:25PM] Player picked up item: Coin, id: 995, amount: 800, owner: Loot	
[4/15/23 04:25PM] Player picked up item: Coin, id: 995, amount: 800, owner: Loot	
[4/15/23 04:26PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Loot	
[4/15/23 04:27PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Loot	
[4/15/23 04:27PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Loot	
[4/15/23 04:28PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Loot	
[4/15/23 04:31PM] Player picked up item: Coin, id: 995, amount: 1032770, owner: Loot	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Loot	
[4/15/23 04:33PM] Player picked up item: Coin, id: 995, amount: 2504709, owner: Loot	
[4/15/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Loot	
[4/15/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Loot	
[4/15/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Loot	
[4/15/23 04:39PM] Player picked up item: Coin, id: 995, amount: 900, owner: Loot	
[4/15/23 04:39PM] Player picked up item: Coin, id: 995, amount: 900, owner: Loot	
[4/15/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Loot	
[4/15/23 04:39PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Loot	
[4/15/23 04:39PM] Player picked up item: Coin, id: 995, amount: 900, owner: Loot	
[4/15/23 04:39PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Loot	
[4/15/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Loot	
[4/15/23 04:39PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Loot	
[4/15/23 04:39PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Loot	
[4/15/23 04:39PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Loot	
[4/15/23 04:39PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Loot	
[4/15/23 04:39PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Loot	
[4/15/23 04:41PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Loot	
[4/15/23 04:41PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Loot	
[4/15/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Loot	
[4/15/23 04:41PM] Player picked up item: Coin, id: 995, amount: 900, owner: Loot	
[4/15/23 04:41PM] Player picked up item: Coin, id: 995, amount: 900, owner: Loot	
[4/15/23 04:43PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Loot	
[4/15/23 04:43PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Loot	
[4/15/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Loot	
[4/15/23 04:43PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Loot	
[4/15/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Loot	
[4/15/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Loot	
[4/15/23 04:44PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Loot	
[4/15/23 04:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Loot	
