[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chef	
[4/16/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chef	
[4/16/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chef	
[4/16/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chef	
[4/16/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:08PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Chef	
[4/16/23 02:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chef	
[4/16/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chef	
[4/16/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chef	
[4/16/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chef	
[4/16/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chef	
[4/16/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Chef	
[4/16/23 02:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chef	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Chef	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chef	
[4/16/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Chef	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Chef	
[4/16/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Chef	
[4/16/23 02:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chef	
[4/16/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:12PM] Player picked up item: Coin, id: 995, amount: 600, owner: Chef	
[4/16/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Chef	
[4/16/23 02:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chef	
[4/16/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:13PM] Player picked up item: Coin, id: 995, amount: 600, owner: Chef	
[4/16/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Chef	
[4/16/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Chef	
[4/16/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Chef	
[4/16/23 02:27PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Chef	
[4/16/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Chef	
[4/16/23 02:28PM] Player picked up item: Coin, id: 995, amount: 500, owner: Chef	
[4/16/23 02:28PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Chef	
[4/16/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Chef	
[4/16/23 02:29PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Chef	
[4/16/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Chef	
[4/16/23 02:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Chef	
[4/16/23 02:32PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Chef	
[4/16/23 02:33PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Chef	
[4/16/23 02:37PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Chef	
[4/16/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Chef	
[4/16/23 02:37PM] Player picked up item: Coin, id: 995, amount: 600, owner: Chef	
[4/16/23 02:38PM] Player picked up item: Coin, id: 995, amount: 600, owner: Chef	
[4/16/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Chef	
[4/16/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Chef	
[4/16/23 02:39PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Chef	
[4/16/23 02:41PM] Player picked up item: Coin, id: 995, amount: 600, owner: Chef	
[4/16/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 02:41PM] Player picked up item: Coin, id: 995, amount: 4200, owner: Chef	
[4/16/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Chef	
[4/16/23 02:42PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Chef	
[4/16/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Chef	
[4/16/23 02:42PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Chef	
[4/16/23 02:42PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Chef	
[4/16/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Chef	
[4/16/23 02:43PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Chef	
[4/16/23 02:44PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Chef	
[4/16/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Chef	
[4/16/23 02:45PM] Player picked up item: Coin, id: 995, amount: 4200, owner: Chef	
[4/16/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Chef	
[4/16/23 02:54PM] Player picked up item: Coin, id: 995, amount: 2092752, owner: Chef	
[4/16/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Chef	
[4/16/23 02:54PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Chef	
[4/16/23 03:02PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Chef	
[4/16/23 03:08PM] Player picked up item: Coin, id: 995, amount: 4800, owner: Chef	
[4/16/23 03:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: Chef	
[4/16/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 03:09PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Chef	
[4/16/23 03:10PM] Player picked up item: Coin, id: 995, amount: 800, owner: Chef	
[4/16/23 03:10PM] Player picked up item: Coin, id: 995, amount: 800, owner: Chef	
[4/16/23 03:10PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Chef	
[4/16/23 03:17PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Chef	
[4/16/23 03:24PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Chef	
[4/16/23 03:30PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Chef	
[4/16/23 03:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Chef	
[4/16/23 03:34PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Chef	
[4/16/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chef	
[4/16/23 03:35PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Chef	
[4/16/23 03:42PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Chef	
[4/16/23 03:54PM] Player picked up item: Coin, id: 995, amount: 2288181, owner: Chef	
[4/16/23 03:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Chef	
[4/16/23 04:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Chef	
[4/16/23 04:54PM] Player picked up item: Coin, id: 995, amount: 1429678, owner: Chef	
[4/16/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Chef	
[4/16/23 04:56PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Chef	
[4/16/23 04:56PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Chef	
[4/16/23 04:57PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Chef	
[4/16/23 04:57PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Chef	
