[4/21/23 03:48PM] Player picked up item: Starter Helm, id: 703, amount: 1, owner: Insane	
[4/21/23 03:48PM] Player picked up item: Starter Body, id: 704, amount: 1, owner: Insane	
[4/21/23 03:48PM] Player picked up item: Starter Legs, id: 705, amount: 1, owner: Insane	
[4/21/23 03:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insane	
[4/21/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insane	
[4/21/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insane	
[4/21/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insane	
[4/21/23 03:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insane	
[4/21/23 03:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insane	
[4/21/23 03:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insane	
[4/21/23 03:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insane	
[4/21/23 03:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insane	
[4/21/23 03:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insane	
[4/21/23 03:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insane	
[4/21/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 03:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 03:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 04:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 04:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 04:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 04:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 04:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Insane	
[4/21/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Insane	
[4/21/23 04:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
[4/21/23 04:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insane	
[4/21/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insane	
