[4/21/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exi	
[4/21/23 07:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Exi	
[4/21/23 07:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Exi	
[4/21/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exi	
[4/21/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exi	
[4/21/23 07:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Exi	
[4/21/23 07:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Exi	
[4/21/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exi	
[4/21/23 07:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exi	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exi	
[4/21/23 07:34PM] Player picked up item: Coin, id: 995, amount: 1520395, owner: Exi	
[4/21/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Exi	
[4/21/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Exi	
