[4/19/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/19/23 06:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rsps2	
[4/19/23 06:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rsps2	
[4/19/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/19/23 06:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rsps2	
[4/19/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/19/23 06:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rsps2	
[4/19/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/19/23 06:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rsps2	
[4/19/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/19/23 06:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthur	
[4/19/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Arthur	
[4/19/23 06:40AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rsps2	
[4/19/23 06:42AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Rsps2	
[4/19/23 06:43AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rsps2	
[4/19/23 06:44AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rsps2	
[4/19/23 06:59AM] Player picked up item: Coin, id: 995, amount: 2143934, owner: Rsps2	
[4/19/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rsps2	
[4/19/23 07:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rsps2	
[4/19/23 07:00AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rsps2	
[4/19/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rsps2	
[4/19/23 07:00AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Rsps2	
[4/19/23 07:01AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rsps2	
[4/19/23 07:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rsps2	
[4/19/23 07:07AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rsps2	
[4/19/23 07:11AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Rsps2	
[4/19/23 07:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rsps2	
[4/19/23 07:23AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Rsps2	
[4/19/23 07:27AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Rsps2	
[4/19/23 07:37AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Rsps2	
[4/19/23 07:43AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Rsps2	
[4/19/23 07:55AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Rsps2	
[4/19/23 07:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/19/23 07:58AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Rsps2	
[4/19/23 07:58AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rsps2	
[4/19/23 07:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rsps2	
[4/19/23 08:07AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rsps2	
[4/19/23 08:07AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 08:12AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rsps2	
[4/19/23 08:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rsps2	
[4/19/23 08:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 08:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 08:21AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 08:21AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rsps2	
[4/19/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rsps2	
