[4/15/23 04:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Killajeffa	
[4/15/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Killajeffa	
[4/15/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Killajeffa	
[4/15/23 04:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Killajeffa	
[4/15/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Killajeffa	
[4/15/23 04:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Killajeffa	
[4/15/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:26AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Killajeffa	
[4/15/23 04:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Killajeffa	
[4/15/23 04:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
