[4/15/23 09:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mad	
[4/15/23 09:55AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Mad	
[4/15/23 09:59AM] Player picked up item: Coin, id: 995, amount: 1250218, owner: Mad	
[4/15/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mad	
[4/15/23 10:05AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Mad	
[4/15/23 10:06AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Mad	
[4/15/23 10:08AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Mad	
[4/15/23 10:09AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mad	
[4/15/23 10:09AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mad	
[4/15/23 10:10AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mad	
[4/15/23 10:11AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mad	
[4/15/23 10:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mad	
[4/15/23 10:16AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mad	
[4/15/23 10:17AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mad	
[4/15/23 10:18AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mad	
[4/15/23 10:23AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Mad	
[4/15/23 10:29AM] Player picked up item: Coin, id: 995, amount: 1837901, owner: Mad	
[4/15/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mad	
[4/15/23 10:59AM] Player picked up item: Coin, id: 995, amount: 1358054, owner: Mad	
[4/15/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mad	
[4/15/23 11:08AM] Player picked up item: Coin, id: 995, amount: 800, owner: Mad	
[4/15/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mad	
[4/15/23 11:10AM] Player picked up item: Coin, id: 995, amount: 800, owner: Mad	
[4/15/23 11:11AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Mad	
[4/15/23 11:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Mad	
[4/15/23 11:18AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mad	
[4/15/23 11:18AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mad	
[4/15/23 11:23AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mad	
[4/15/23 11:24AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Mad	
[4/15/23 11:25AM] Player picked up item: Coin, id: 995, amount: 900, owner: Mad	
[4/15/23 11:25AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mad	
[4/15/23 11:25AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mad	
[4/15/23 11:27AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mad	
[4/15/23 11:29AM] Player picked up item: Coin, id: 995, amount: 2493192, owner: Mad	
[4/15/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mad	
[4/15/23 11:30AM] Player picked up item: Coin, id: 995, amount: 1337929, owner: Mad	
