[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fissker	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fissker	
[4/19/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fissker	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fissker	
[4/19/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bot	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fissker	
[4/19/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Asylum	
[4/19/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bot	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fissker	
[4/19/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fissker	
[4/19/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bot	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bot	
[4/19/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bot	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fissker	
[4/19/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fissker	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fissker	
[4/19/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fissker	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bot	
[4/19/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bot	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bot	
[4/19/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bot	
[4/19/23 01:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Fissker	
[4/19/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fissker	
[4/19/23 01:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fissker	
[4/19/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fissker	
[4/19/23 01:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Fissker	
[4/19/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fissker	
[4/19/23 01:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Fissker	
[4/19/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fissker	
[4/19/23 01:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fissker	
[4/19/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fissker	
[4/19/23 01:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fissker	
[4/19/23 01:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fissker	
[4/19/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fissker	
[4/19/23 01:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Fissker	
[4/19/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fissker	
[4/19/23 01:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Fissker	
[4/19/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fissker	
[4/19/23 01:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fissker	
[4/19/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fissker	
[4/19/23 01:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fissker	
[4/19/23 01:32PM] Player picked up item: Coin, id: 995, amount: 900, owner: Fissker	
[4/19/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fissker	
[4/19/23 01:33PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fissker	
[4/19/23 01:33PM] Player picked up item: Coin, id: 995, amount: 600, owner: Fissker	
[4/19/23 01:33PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fissker	
[4/19/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fissker	
[4/19/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fissker	
[4/19/23 01:33PM] Player picked up item: Coin, id: 995, amount: 600, owner: Fissker	
[4/19/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fissker	
[4/19/23 01:33PM] Player picked up item: Coin, id: 995, amount: 600, owner: Fissker	
[4/19/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fissker	
[4/19/23 01:34PM] Player picked up item: Coin, id: 995, amount: 600, owner: Fissker	
[4/19/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fissker	
[4/19/23 01:35PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Fissker	
[4/19/23 01:36PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Fissker	
[4/19/23 01:45PM] Player picked up item: Coin, id: 995, amount: 1452890, owner: Fissker	
[4/19/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fissker	
[4/19/23 01:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fissker	
[4/19/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fissker	
[4/19/23 01:57PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Fissker	
[4/19/23 01:57PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Fissker	
[4/19/23 01:57PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Fissker	
[4/19/23 01:59PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Fissker	
[4/19/23 01:59PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fissker	
[4/19/23 01:59PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Fissker	
[4/19/23 02:09PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fissker	
[4/19/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fissker	
[4/20/23 04:18AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Fissker	
[4/20/23 04:18AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fissker	
[4/20/23 04:18AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fissker	
[4/20/23 04:18AM] Player picked up item: Coin, id: 995, amount: 40000, owner: Fissker	
[4/20/23 04:18AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fissker	
[4/20/23 04:18AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fissker	
[4/20/23 04:18AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fissker	
[4/20/23 04:18AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fissker	
[4/20/23 04:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fissker	
[4/20/23 04:18AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fissker	
[4/20/23 04:18AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fissker	
[4/20/23 04:18AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fissker	
[4/20/23 04:19AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fissker	
[4/20/23 04:19AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fissker	
[4/20/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fissker	
[4/20/23 04:21AM] Player picked up item: Coin, id: 995, amount: 1073629, owner: Fissker	
[4/20/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fissker	
[4/20/23 04:24AM] Player picked up item: Coin, id: 995, amount: 4022139, owner: Fissker	
[4/20/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fissker	
[4/20/23 04:26AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fissker	
[4/20/23 04:26AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Fissker	
[4/20/23 04:27AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fissker	
[4/20/23 04:30AM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: Fissker	
[4/20/23 04:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fissker	
[4/20/23 04:32AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Fissker	
[4/20/23 04:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fissker	
[4/20/23 04:35AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fissker	
[4/20/23 04:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fissker	
[4/20/23 04:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fissker	
[4/20/23 04:39AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fissker	
[4/20/23 04:40AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Fissker	
[4/20/23 04:41AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Fissker	
[4/20/23 04:41AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Fissker	
[4/20/23 04:42AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fissker	
[4/20/23 04:43AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Fissker	
[4/20/23 04:48AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Fissker	
[4/20/23 04:48AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Fissker	
[4/20/23 04:48AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Fissker	
[4/20/23 04:51AM] Player picked up item: Coin, id: 995, amount: 1062861, owner: Fissker	
[4/20/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fissker	
[4/20/23 04:53AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Fissker	
[4/20/23 04:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fissker	
