[4/15/23 08:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Amura	
[4/15/23 08:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sklz	
[4/15/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sklz	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sklz	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Amura	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Amura	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sklz	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sklz	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sklz	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sklz	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sklz	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sklz	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sklz	
[4/15/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sklz	
[4/15/23 08:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sklz	
[4/15/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sklz	
[4/15/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sklz	
[4/15/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sklz	
[4/15/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sklz	
[4/15/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sklz	
[4/15/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sklz	
[4/15/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sklz	
[4/15/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sklz	
[4/15/23 08:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Sklz	
[4/15/23 08:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sklz	
[4/15/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: Sklz	
[4/15/23 08:38AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Sklz	
[4/15/23 08:38AM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Sklz	
[4/15/23 08:38AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Sklz	
[4/15/23 08:38AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Sklz	
[4/15/23 08:43AM] Player picked up item: Coin, id: 995, amount: 500, owner: Sklz	
[4/15/23 08:43AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Sklz	
[4/15/23 08:43AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Sklz	
[4/15/23 08:44AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Sklz	
[4/15/23 08:44AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Sklz	
[4/15/23 08:47AM] Player picked up item: Coin, id: 995, amount: 600, owner: Sklz	
[4/15/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 600, owner: Sklz	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sklz	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sklz	
[4/15/23 08:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Sklz	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sklz	
[4/15/23 08:58AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Sklz	
[4/15/23 08:58AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Sklz	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 800, owner: Sklz	
[4/15/23 09:11AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sklz	
[4/15/23 09:11AM] Player picked up item: Coin, id: 995, amount: 900, owner: Sklz	
[4/15/23 09:15AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Sklz	
[4/15/23 09:16AM] Player picked up item: Coin, id: 995, amount: 900, owner: Sklz	
[4/15/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 09:17AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sklz	
[4/15/23 09:19AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sklz	
[4/15/23 09:28AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sklz	
[4/15/23 09:29AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sklz	
[4/15/23 09:45AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Sklz	
[4/15/23 09:47AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Sklz	
[4/15/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sklz	
[4/15/23 09:47AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sklz	
[4/15/23 09:47AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sklz	
[4/15/23 09:47AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sklz	
[4/15/23 09:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sklz	
[4/15/23 09:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sklz	
[4/15/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/15/23 09:47AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sklz	
[4/15/23 09:50AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Sklz	
[4/15/23 09:51AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sklz	
[4/21/23 12:17PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sklz	
[4/21/23 12:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sklz	
[4/21/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sklz	
[4/21/23 12:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sklz	
[4/21/23 12:17PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sklz	
[4/21/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sklz	
[4/21/23 12:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sklz	
