[4/15/23 07:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sep	
[4/15/23 07:23PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sep	
[4/15/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Sep	
[4/15/23 07:30PM] Player picked up item: Coin, id: 995, amount: 1283997, owner: Sep	
[4/15/23 07:30PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Sep	
[4/15/23 07:31PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Sep	
[4/15/23 07:31PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Sep	
[4/15/23 07:39PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Sep	
[4/15/23 07:51PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Sep	
[4/15/23 07:51PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Sep	
[4/15/23 07:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Sep	
[4/15/23 07:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Sep	
[4/17/23 12:47PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Sep	
[4/17/23 12:47PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Sep	
[4/17/23 12:48PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sep	
[4/17/23 12:49PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Sep	
[4/17/23 12:49PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Sep	
[4/17/23 12:50PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sep	
[4/17/23 12:51PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sep	
[4/17/23 12:51PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Sep	
[4/17/23 12:51PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Sep	
[4/17/23 12:51PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sep	
[4/17/23 12:53PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Sep	
[4/17/23 12:53PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Sep	
[4/17/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sep	
[4/17/23 12:54PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Sep	
[4/17/23 12:54PM] Player picked up item: Coin, id: 995, amount: 900, owner: Sep	
[4/17/23 12:54PM] Player picked up item: Starter Boots, id: 19945, amount: 1, owner: Fataliity	
[4/17/23 12:54PM] Player picked up item: Starter Cape, id: 19944, amount: 1, owner: Fataliity	
[4/17/23 05:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Sep	
[4/17/23 05:03PM] Player picked up item: Coin, id: 995, amount: 2226211, owner: Sep	
[4/17/23 05:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Sep	
[4/17/23 05:13PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sep	
[4/17/23 05:13PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sep	
[4/17/23 05:14PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Sep	
[4/17/23 05:32PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Sep	
[4/17/23 05:33PM] Player picked up item: Coin, id: 995, amount: 1995126, owner: Sep	
[4/17/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Sep	
[4/17/23 05:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sep	
[4/17/23 05:41PM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Sep	
[4/17/23 05:46PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Sep	
[4/17/23 05:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sep	
[4/17/23 05:48PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Sep	
[4/17/23 05:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sep	
[4/17/23 05:49PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Sep	
