[4/23/23 09:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurt	
[4/23/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurt	
[4/23/23 09:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurt	
[4/23/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurt	
[4/23/23 09:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurt	
[4/23/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurt	
[4/23/23 09:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurt	
[4/23/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurt	
[4/23/23 09:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurt	
[4/23/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurt	
[4/23/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurt	
[4/23/23 09:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurt	
[4/23/23 09:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurt	
[4/23/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurt	
[4/23/23 09:14AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Kurt	
[4/23/23 09:30AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Kurt	
[4/23/23 09:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kurt	
[4/23/23 09:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kurt	
[4/23/23 09:50AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kurt	
[4/23/23 10:10AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kurt	
[4/23/23 10:11AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Kurt	
[4/23/23 10:13AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kurt	
[4/23/23 10:25AM] Player picked up item: Coin, id: 995, amount: 1629025, owner: Kurt	
[4/23/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kurt	
[4/23/23 10:37AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kurt	
[4/23/23 10:38AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kurt	
[4/23/23 10:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kurt	
[4/23/23 10:53AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kurt	
[4/23/23 10:55AM] Player picked up item: Coin, id: 995, amount: 1973785, owner: Kurt	
[4/23/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kurt	
[4/23/23 10:55AM] Player picked up item: Coin, id: 995, amount: 2083251, owner: Kurt	
[4/23/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kurt	
[4/23/23 11:00AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kurt	
[4/23/23 11:11AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kurt	
[4/23/23 11:27AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kurt	
[4/23/23 11:28AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kurt	
[4/23/23 11:29AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kurt	
[4/23/23 11:30AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Kurt	
[4/23/23 11:30AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Kurt	
[4/23/23 11:44AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kurt	
[4/23/23 11:45AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kurt	
[4/23/23 11:45AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kurt	
[4/23/23 11:45AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kurt	
[4/23/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurt	
[4/23/23 11:49AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kurt	
[4/23/23 02:14PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kurt	
[4/23/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurt	
[4/23/23 02:15PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kurt	
[4/23/23 02:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kurt	
[4/23/23 02:16PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kurt	
[4/23/23 02:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kurt	
[4/23/23 02:18PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Kurt	
[4/23/23 02:18PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kurt	
[4/23/23 02:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurt	
[4/23/23 02:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurt	
[4/23/23 02:21PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Kurt	
[4/23/23 02:21PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kurt	
[4/23/23 02:26PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurt	
[4/23/23 02:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurt	
[4/23/23 02:31PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kurt	
[4/23/23 02:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurt	
[4/23/23 02:34PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Kurt	
[4/23/23 02:37PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Kurt	
[4/23/23 02:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurt	
[4/23/23 02:46PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Kurt	
[4/23/23 02:47PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Kurt	
[4/23/23 02:47PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kurt	
[4/23/23 02:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurt	
[4/23/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kurt	
[4/23/23 02:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurt	
[4/23/23 02:47PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Kurt	
