[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Johnnyapple	
[4/15/23 08:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Turtle	
[4/15/23 08:48AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Turtle	
[4/15/23 09:08AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Turtle	
[4/15/23 09:08AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Turtle	
[4/15/23 09:10AM] Player picked up item: Blurite Box, id: 14488, amount: 2, owner: Turtle	
[4/15/23 09:10AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Turtle	
[4/15/23 09:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Turtle	
[4/15/23 09:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Turtle	
[4/15/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Turtle	
[4/15/23 09:16AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Turtle	
[4/15/23 09:23AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Turtle	
[4/15/23 09:30AM] Player picked up item: Coin, id: 995, amount: 1435782, owner: Turtle	
[4/15/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turtle	
[4/15/23 09:31AM] Player picked up item: Coin, id: 995, amount: 3332593, owner: Turtle	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Turtle	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Turtle	
[4/15/23 09:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Turtle	
[4/15/23 09:34AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Turtle	
[4/15/23 09:36AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Turtle	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Turtle	
