[4/19/23 06:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Arthur	
[4/19/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthur	
[4/19/23 07:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/19/23 07:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Admiral	
[4/19/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/19/23 07:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Admiral	
[4/19/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Princespeach	
[4/21/23 07:08AM] Player picked up item: Coin, id: 995, amount: 400, owner: Admiral	
[4/21/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Admiral	
[4/21/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Admiral	
[4/21/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Admiral	
[4/21/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:11AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Admiral	
[4/21/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Admiral	
[4/21/23 07:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Admiral	
[4/21/23 07:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Admiral	
[4/21/23 07:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Admiral	
[4/21/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Admiral	
[4/21/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Admiral	
[4/21/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Admiral	
