[4/16/23 01:11PM] Player picked up item: Inferno Shield, id: 13306, amount: 1, owner: Shrazdek	
[4/16/23 01:12PM] Player picked up item: Inferno Body, id: 13301, amount: 1, owner: Shrazdek	
[4/16/23 01:12PM] Player picked up item: Aberrant Cape, id: 4367, amount: 1, owner: Shrazdek	
[4/16/23 01:12PM] Player picked up item: Aberrant Amulet, id: 19892, amount: 1, owner: Shrazdek	
[4/16/23 01:12PM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: Shrazdek	
[4/16/23 01:12PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Shrazdek	
[4/16/23 01:12PM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Shrazdek	
[4/16/23 01:12PM] Player picked up item: Nagi Legs, id: 21064, amount: 1, owner: Shrazdek	
[4/16/23 01:12PM] Player picked up item: Aberrant Gloves, id: 11140, amount: 1, owner: Shrazdek	
[4/16/23 01:13PM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Shrazdek	
[4/16/23 01:13PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Shrazdek	
[4/16/23 01:13PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Shrazdek	
[4/16/23 01:18PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Shralar	
[4/16/23 01:18PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Shralar	
[4/16/23 01:21PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Shralar	
[4/16/23 01:21PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Shralar	
[4/16/23 01:21PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Shralar	
[4/16/23 01:21PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Shralar	
[4/16/23 01:21PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Shralar	
[4/16/23 01:21PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Shralar	
[4/16/23 01:21PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Shralar	
[4/16/23 01:22PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shralar	
[4/16/23 01:22PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Shralar	
[4/16/23 01:22PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Shralar	
[4/16/23 01:24PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Shralar	
[4/16/23 01:24PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Shralar	
[4/16/23 01:26PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shralar	
[4/16/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shralar	
[4/16/23 01:27PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Shralar	
[4/16/23 01:27PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Shralar	
[4/16/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shralar	
[4/16/23 01:27PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Shralar	
[4/16/23 01:27PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Shralar	
[4/16/23 01:27PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Shralar	
[4/16/23 01:36PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Shralar	
[4/16/23 01:37PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Shralar	
