[4/19/23 09:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lucybear	
[4/19/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lucybear	
[4/19/23 09:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lucybear	
[4/19/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lucybear	
[4/19/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lucybear	
[4/19/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lucybear	
[4/19/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucybear	
[4/19/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lucybear	
[4/19/23 09:45AM] Player picked up item: Coin, id: 995, amount: 1547236, owner: Lucybear	
[4/19/23 09:52AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Lucybear	
