[4/19/23 07:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Richardpnt	
[4/19/23 07:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Richardpnt	
[4/19/23 07:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Richardpnt	
[4/19/23 07:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Richardpnt	
[4/19/23 07:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Richardpnt	
[4/19/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Richardpnt	
[4/19/23 07:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Richardpnt	
[4/19/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Richardpnt	
[4/19/23 07:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Richardpnt	
[4/19/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Richardpnt	
[4/19/23 07:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Richardpnt	
[4/19/23 07:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Richardpnt	
[4/19/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Richardpnt	
[4/19/23 07:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Richardpnt	
[4/19/23 07:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Richardpnt	
[4/19/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Richardpnt	
[4/19/23 07:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Richardpnt	
[4/19/23 07:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Richardpnt	
[4/19/23 07:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Richardpnt	
[4/19/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Richardpnt	
[4/19/23 07:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Richardpnt	
[4/19/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Richardpnt	
[4/19/23 07:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Richardpnt	
[4/19/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Richardpnt	
[4/19/23 07:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Richardpnt	
[4/19/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Richardpnt	
[4/19/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Richardpnt	
[4/19/23 07:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Richardpnt	
[4/19/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Richardpnt	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Richardpnt	
[4/19/23 07:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Richardpnt	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Richardpnt	
[4/19/23 07:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Richardpnt	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Richardpnt	
[4/19/23 07:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Richardpnt	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Richardpnt	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Richardpnt	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
[4/19/23 07:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Richardpnt	
[4/19/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Richardpnt	
