[4/21/23 04:00PM] Player picked up item: Coin, id: 995, amount: 100, owner: Vanity	
[4/21/23 04:04PM] Player picked up item: Coin, id: 995, amount: 2367652, owner: Vanity	
[4/21/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vanity	
[4/24/23 04:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vanity	
[4/24/23 04:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vanity	
[4/24/23 04:56AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Vanity	
[4/24/23 04:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vanity	
[4/24/23 04:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vanity	
[4/24/23 04:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vanity	
[4/24/23 04:58AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Vanity	
[4/24/23 04:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vanity	
[4/24/23 04:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vanity	
[4/24/23 04:59AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Vanity	
[4/24/23 04:59AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Vanity	
[4/24/23 05:00AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Vanity	
[4/24/23 05:03AM] Player picked up item: Coin, id: 995, amount: 1247836, owner: Vanity	
[4/24/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vanity	
[4/24/23 05:06AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Vanity	
[4/24/23 05:06AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Vanity	
[4/24/23 05:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vanity	
[4/24/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vanity	
[4/24/23 05:19AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Vanity	
[4/24/23 05:20AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Vanity	
[4/24/23 05:20AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Vanity	
[4/24/23 05:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vanity	
[4/24/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vanity	
[4/24/23 05:21AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Vanity	
[4/24/23 05:21AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Vanity	
[4/24/23 05:23AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Vanity	
[4/24/23 05:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vanity	
[4/24/23 05:23AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vanity	
[4/24/23 05:24AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Vanity	
[4/24/23 05:24AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Vanity	
[4/24/23 05:24AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Vanity	
[4/24/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vanity	
[4/24/23 05:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vanity	
[4/24/23 05:24AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Vanity	
[4/24/23 05:26AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vanity	
[4/24/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vanity	
[4/24/23 05:27AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Vanity	
[4/24/23 05:33AM] Player picked up item: Coin, id: 995, amount: 2337325, owner: Vanity	
[4/24/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vanity	
[4/24/23 08:32AM] Player picked up item: Coin, id: 995, amount: 1165003, owner: Vanity	
[4/24/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vanity	
[4/24/23 08:34AM] Player picked up item: Coin, id: 995, amount: 2416404, owner: Vanity	
[4/24/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vanity	
[4/24/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vanity	
[4/24/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vanity	
[4/26/23 12:33AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Vanity	
