[4/18/23 03:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ainokea	
[4/18/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ainokea	
[4/18/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ainokea	
[4/18/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ainokea	
[4/18/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:17AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ainokea	
[4/18/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:17AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ainokea	
[4/18/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:17AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ainokea	
[4/18/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:17AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ainokea	
[4/18/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:17AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ainokea	
[4/18/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:18AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ainokea	
[4/18/23 03:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ainokea	
[4/18/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ainokea	
[4/18/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ainokea	
[4/18/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ainokea	
[4/18/23 03:27AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ainokea	
[4/18/23 03:27AM] Player picked up item: Starter Boots, id: 19945, amount: 1, owner: Ainokea	
[4/18/23 03:28AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Ainokea	
[4/18/23 03:30AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Ainokea	
[4/18/23 03:42AM] Player picked up item: Coin, id: 995, amount: 1405014, owner: Ainokea	
[4/18/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ainokea	
[4/18/23 03:43AM] Player picked up item: Coin, id: 995, amount: 2113899, owner: Ainokea	
[4/18/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ainokea	
[4/18/23 03:47AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ainokea	
[4/18/23 03:47AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Ainokea	
[4/18/23 03:48AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ainokea	
[4/18/23 03:49AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ainokea	
[4/18/23 03:49AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ainokea	
