[4/15/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Netflix	
[4/15/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Netflix	
[4/15/23 04:22AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Netflix	
[4/15/23 04:22AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Netflix	
[4/15/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:24AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Netflix	
[4/15/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Netflix	
[4/15/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Netflix	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Netflix	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Netflix	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Netflix	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Netflix	
[4/15/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Netflix	
[4/15/23 04:26AM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Netflix	
[4/15/23 04:26AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Netflix	
[4/16/23 01:35PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Netflix	
[4/16/23 01:37PM] Player picked up item: Coin, id: 995, amount: 600, owner: Netflix	
[4/16/23 01:37PM] Player picked up item: Coin, id: 995, amount: 600, owner: Netflix	
[4/17/23 05:14AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Netflix	
[4/18/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Netflix	
[4/22/23 10:03AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Rastities	
[4/22/23 10:03AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Rastities	
[4/23/23 03:53AM] Player picked up item: Zeidan Grimm Pet, id: 19487, amount: 1, owner: A Fatality	
[4/23/23 03:53AM] Player picked up item: Asmodeus Pet, id: 19484, amount: 1, owner: A Fatality	
[4/23/23 03:53AM] Player picked up item: Asmodeus Pet, id: 19484, amount: 1, owner: A Fatality	
[4/24/23 07:27AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Xtc	
[4/24/23 07:27AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Xtc	
[4/24/23 07:27AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Voki	
