[4/23/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Discotek	
[4/23/23 03:15AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Discotek	
[4/23/23 03:32AM] Player picked up item: Coin, id: 995, amount: 2837956, owner: Discotek	
[4/23/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Discotek	
[4/23/23 03:33AM] Player picked up item: Coin, id: 995, amount: 1715826, owner: Discotek	
[4/23/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 125, owner: Discotek	
[4/23/23 03:33AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Discotek	
[4/23/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Discotek	
[4/23/23 03:33AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Discotek	
[4/23/23 03:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Discotek	
[4/23/23 03:40AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Discotek	
[4/23/23 03:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Discotek	
[4/23/23 03:42AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Discotek	
[4/23/23 04:05AM] Player picked up item: Coin, id: 995, amount: 1495146, owner: Discotek	
[4/23/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Discotek	
[4/23/23 04:06AM] Player picked up item: Coin, id: 995, amount: 3028508, owner: Discotek	
[4/23/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Discotek	
[4/23/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Discotek	
[4/23/23 04:07AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Discotek	
[4/23/23 04:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Discotek	
[4/23/23 04:32AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Discotek	
[4/23/23 12:00PM] Player picked up item: Coin, id: 995, amount: 4162755, owner: Discotek	
[4/23/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Discotek	
[4/23/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Discotek	
[4/23/23 12:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Discotek	
[4/23/23 12:32PM] Player picked up item: Coin, id: 995, amount: 1931616, owner: Discotek	
[4/23/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Discotek	
[4/23/23 12:33PM] Player picked up item: Coin, id: 995, amount: 2901603, owner: Discotek	
[4/23/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Discotek	
[4/23/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Discotek	
[4/23/23 12:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Discotek	
[4/26/23 03:09AM] Player picked up item: Coin, id: 995, amount: 2468789, owner: Discotek	
[4/26/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Discotek	
[4/26/23 03:12AM] Player picked up item: Coin, id: 995, amount: 3993865, owner: Discotek	
[4/26/23 03:15AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Discotek	
[4/26/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Discotek	
[4/26/23 03:18AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Discotek	
[4/26/23 03:18AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Discotek	
[4/26/23 03:22AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Discotek	
[4/26/23 03:22AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Discotek	
[4/26/23 02:38PM] Player picked up item: Coin, id: 995, amount: 2310230, owner: Discotek	
[4/26/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Discotek	
[4/26/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Discotek	
[4/26/23 02:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Discotek	
[4/26/23 03:06PM] Player picked up item: Coin, id: 995, amount: 1798463, owner: Discotek	
[4/26/23 03:07PM] Player picked up item: Coin, id: 995, amount: 2793106, owner: Discotek	
[4/26/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Discotek	
[4/26/23 03:08PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Discotek	
[4/26/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Discotek	
[4/26/23 03:09PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Discotek	
[4/26/23 05:06PM] Player picked up item: Coin, id: 995, amount: 1871067, owner: Discotek	
[4/26/23 05:07PM] Player picked up item: Coin, id: 995, amount: 2398214, owner: Discotek	
[4/26/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Discotek	
[4/26/23 05:08PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Discotek	
[4/27/23 01:37AM] Player picked up item: Coin, id: 995, amount: 1526914, owner: Discotek	
[4/27/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Discotek	
[4/27/23 01:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Discotek	
[4/27/23 01:39AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Discotek	
[4/27/23 02:07AM] Player picked up item: Coin, id: 995, amount: 1380458, owner: Discotek	
[4/27/23 02:10AM] Player picked up item: Coin, id: 995, amount: 4432960, owner: Discotek	
[4/27/23 03:07AM] Player picked up item: Coin, id: 995, amount: 2028127, owner: Discotek	
[4/27/23 03:09AM] Player picked up item: Coin, id: 995, amount: 3590498, owner: Discotek	
[4/27/23 03:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Discotek	
[4/27/23 03:11AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Discotek	
[4/27/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Discotek	
[4/27/23 03:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Discotek	
[4/27/23 04:07AM] Player picked up item: Coin, id: 995, amount: 2077784, owner: Discotek	
[4/27/23 04:10AM] Player picked up item: Coin, id: 995, amount: 4145582, owner: Discotek	
[4/27/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Discotek	
[4/27/23 04:22AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Discotek	
[4/27/23 04:22AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Discotek	
[4/27/23 04:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Discotek	
[4/27/23 04:40AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Discotek	
[4/27/23 04:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Discotek	
[4/27/23 04:41AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Discotek	
[4/27/23 04:46AM] Player picked up item: Coin, id: 995, amount: 1464468, owner: Discotek	
[4/27/23 04:46AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Discotek	
