[4/23/23 02:33AM] Player picked up item: Coin, id: 995, amount: 1376536, owner: Wowzers	
[4/23/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Wowzers	
[4/23/23 02:34AM] Player picked up item: Coin, id: 995, amount: 2819959, owner: Wowzers	
[4/23/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Wowzers	
[4/23/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Wowzers	
[4/23/23 02:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Wowzers	
[4/23/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Wowzers	
[4/23/23 02:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Wowzers	
[4/23/23 03:14AM] Player picked up item: Coin, id: 995, amount: 2576622, owner: Wowzers	
[4/23/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Wowzers	
[4/23/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Wowzers	
[4/23/23 03:15AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Wowzers	
[4/23/23 03:31AM] Player picked up item: Coin, id: 995, amount: 1811236, owner: Wowzers	
[4/23/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Wowzers	
[4/23/23 03:32AM] Player picked up item: Coin, id: 995, amount: 3279979, owner: Wowzers	
[4/23/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Wowzers	
[4/23/23 03:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Wowzers	
[4/23/23 03:40AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Wowzers	
[4/23/23 03:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Wowzers	
[4/23/23 03:42AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Wowzers	
[4/24/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Wowzers	
[4/24/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Wowzers	
[4/24/23 03:04PM] Player picked up item: Collector ring, id: 4446, amount: 1, owner: Ppoopoo	
[4/25/23 06:11AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Wowzers	
[4/25/23 06:11AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Wowzers	
